popularity,budget,revenue,genres,vote_count,vote_average,budget_adj,revenue_adj
0.576335,52000000,0,Action|Comedy|Fantasy,156,5.0,61638337.5286914,0.0
0.571314,38000000,197011982,Action|Adventure|Comedy|Family|Science Fiction,281,4.8,45043400.501736,233528673.917547
0.563401,35000000,20298207,Action|Comedy|Romance|Thriller,107,6.0,41487342.5673884,24060533.3517932
0.556095,35000000,11560806,Drama|Fantasy|Horror|Mystery|Romance,42,4.8,41487342.5673884,13703631.9679177
0.548852999999999,60000000,119940815,Crime|Comedy|Romance,201,5.7,71121158.6869516,142172162.277621
0.543482999999999,55000000,34234008,Drama|Action|Thriller|Crime,90,5.8,65194395.463039,40579371.9243062
0.537976,16500000,16942795,Drama,76,6.5,19558318.6389117,20083186.8632581
0.536597,0,0,Animation|Comedy|Family,70,6.2,0.0,0.0
0.527492,0,12991996,Comedy|Drama|Romance,17,5.2,0.0,15400096.819604
0.525418,0,0,Comedy,17,4.6,0.0,0.0
0.505814,1500000,30553394,Horror,142,5.3,1778028.96717379,36216546.3849826
0.500124,60000000,80154140,Drama|Thriller,180,6.8,71121158.6869516,95010921.839269
0.49676,7500000,0,Drama|Romance|Science Fiction|Thriller,52,5.9,8890144.83586896,0.0
0.494247,0,0,Comedy|Music|Mystery|Crime,18,5.5,0.0,0.0
0.490786,0,0,Comedy|Adventure|Crime,112,4.5,0.0,0.0
0.490565,8000000,60378584,Crime|Drama,216,6.8,9482821.15826022,71569914.232624
0.481708,12000000,23,Thriller|Mystery,36,4.7,14224231.7373903,27.2631108299981
0.47718,0,0,Horror|Thriller,14,5.0,0.0,0.0
0.476487,20000000,132675402,Comedy,85,5.3,23707052.8956505,157267138.658285
0.471245,30000000,0,Drama|Thriller|Romance,55,6.2,35560579.3434758,0.0
0.470814,54000000,7266209,Drama,48,3.8,64009042.8182565,8613020.0556926
0.469518,56000000,12923936,Drama|History|War,23,5.8,66379748.1078215,15319421.7186001
0.467438,0,0,Drama|Romance,20,6.1,0.0,0.0
0.462609,6000000,2,Drama|History,46,6.4,7112115.86869516,2.37070528956505
0.460673,19000000,39267515,Comedy,110,4.2,22521700.250868,46545852.7592875
0.457918,0,31466789,Drama|Romance,197,6.3,0.0,37299241.5639637
0.457107,0,50097949,Action|Comedy|Crime|Thriller,133,5.6,0.0,59383736.3453302
0.455238,0,0,Drama,10,7.1,0.0,0.0
0.454926,0,0,Comedy|Crime,16,4.8,0.0,0.0
0.448434,0,343816,Crime|Drama,43,6.4,0.0,407543.204918549
0.446522,0,0,Comedy|Crime,34,4.7,0.0,0.0
0.439958,20000000,37095657,Comedy,108,6.2,23707052.8956505,43971435.1348954
0.438475,5000000,742898,Comedy|Drama|Crime,25,5.6,5926763.22391264,880596.10910365
0.43362,35000000,0,Drama|Romance|Adventure|War,61,6.6,41487342.5673884,0.0
0.431188,50000000,38955598,Drama|Thriller|Crime,246,7.2,59267632.2391264,46176121.1183849
0.427767,0,0,Comedy|Romance,70,6.1,0.0,0.0
0.426977,3000000,10012022,Drama|Crime,186,7.1,3556057.93434758,11867776.7573208
0.422711,0,7897645,Comedy|Drama,100,6.8,0.0,9361494.3883035
0.422393,7000000,13818181,Horror|Action|Thriller,35,3.4,8297468.51347769,16379417.3944336
0.421807,8000000,41400000,Drama|Family,46,6.7,9482821.15826022,49073599.4939966
0.413816,0,0,Documentary,11,4.9,0.0,0.0
0.413383,0,0,Drama|Romance,44,6.3,0.0,0.0
0.431875,0,0,Crime|Drama|Mystery,10,7.2,0.0,0.0
0.407552,7000000,16829545,Horror,140,5.8,8297468.51347769,19948945.6762365
0.403468,20000000,17432163,Comedy|Romance,46,5.3,23707052.8956505,20663260.5163301
0.392666,14000000,0,Action|Thriller,17,4.7,16594937.0269553,0.0
0.388875,32000000,52277485,Drama,75,7.1,37931284.6330408,61967255.1073289
0.383686,6400000,2500000,Drama|Thriller|Crime|Romance,16,5.9,7586256.92660817,2963381.61195632
0.383316,0,21384035,Drama|Thriller,54,5.3,0.0,25347622.4433721
0.381532,0,0,TV Movie|Comedy|Family,32,5.3,0.0,0.0
0.380749,0,0,Adventure|Drama|Science Fiction|Action,57,7.3,0.0,0.0
0.379915,300000,0,Comedy|Drama,28,6.3,355605.793434758,0.0
0.368982,0,0,Adventure|Animation|Family,25,6.4,0.0,0.0
0.36744,75000000,51142659,Action|Adventure|Comedy|Thriller,76,4.8,88901448.3586895,60622086.1068609
0.366218,7800000,22441323,Thriller|Crime,68,6.2,9245750.62930371,26600881.5704689
0.362474,0,0,Comedy,35,5.4,0.0,0.0
0.361703,7500000,0,Thriller|Science Fiction|Mystery,84,6.6,8890144.83586896,0.0
0.360105,6000000,18750246,Comedy|Music,33,6.5,7112115.86869516,22225653.686423
0.359943,0,0,Comedy|Drama|Family|Music|TV Movie,49,4.6,0.0,0.0
0.355981,0,0,Comedy|Drama|Family,182,6.6,0.0,0.0
0.355754,1500000,0,Animation,14,5.6,1778028.96717379,0.0
0.749526,0,0,Animation|Family,40,6.0,0.0,0.0
0.351678,850000,819939,Drama|Comedy|Romance,26,6.4,1007549.74806514,971916.862210341
0.350293,500000,8679814,Drama|Comedy,107,7.4,592676.322391263,10288640.4811204
0.346839,0,0,Comedy|Drama|Family|Romance,19,5.7,0.0,0.0
0.346215,15000000,30238577,Comedy|Music|Romance,22,5.3,17780289.6717379,35843377.2214101
0.342268,0,0,Fantasy|Drama|Comedy|Science Fiction,16,5.1,0.0,0.0
0.339709,5000000,4856298,Romance|Action|Comedy|Crime|Mystery,21,5.5,5926763.22391264,5756425.6781521
0.573472,0,0,Thriller|Horror,57,5.4,0.0,0.0
0.335925,0,0,Horror,16,4.4,0.0,0.0
0.333774,0,0,Action|Crime,11,5.9,0.0,0.0
0.331948,0,20440627,Action|Comedy,29,5.5,0.0,24229351.2754631
0.331169,0,0,Drama|Comedy|Romance,26,5.3,0.0,0.0
0.330848,0,0,Horror|Science Fiction|Thriller,11,5.2,0.0,0.0
0.327103,0,0,Animation|Adventure,10,7.6,0.0,0.0
0.326083,0,0,Animation|Comedy|Family|Mystery,17,6.1,0.0,0.0
0.323051,0,0,Action|Thriller|Science Fiction,13,5.0,0.0,0.0
0.3216,60000000,0,Drama|Fantasy,31,6.1,71121158.6869516,0.0
0.317456,780000,0,Action|Adventure|Drama|History|War,46,6.7,924575.062930371,0.0
0.315387,80000000,0,Action|Adventure|Comedy|Family,55,4.3,94828211.5826022,0.0
0.309252,22000000,0,Horror,30,5.3,26077758.1852156,0.0
0.463911,0,0,Action|Adventure|Comedy|Family|Science Fiction,24,5.9,0.0,0.0
0.297658,0,0,Animation|Comedy|Family,16,5.8,0.0,0.0
0.292143,0,0,Drama|Thriller,10,5.5,0.0,0.0
0.289415,10000000,96542059,Comedy,46,6.5,11853526.4478252,114436384.9684
0.288118,0,0,Mystery|Horror|Thriller,49,6.5,0.0,0.0
0.284861,8256269,460978,Action,18,6.4,9786590.29518599,546421.49148656
0.28249,0,9726954,Drama|Romance,44,6.7,0.0,11529870.6495779
0.176093,500000,0,Comedy|Crime|Thriller,32,6.6,592676.322391263,0.0
0.276911,4361898,3031801,Comedy|Romance,13,5.2,5170387.33057161,3593753.33380431
0.275803,0,3117985,Documentary,45,7.4,0.0,3695911.76614225
0.275184,28000000,58795814,Action,161,4.9,33189874.0539107,69693773.6270415
0.268976,0,0,Comedy|Drama|Mystery|Science Fiction,10,5.2,0.0,0.0
0.268921,0,0,Drama|Thriller|Foreign|Action|Crime,13,6.3,0.0,0.0
0.264295,24000000,23510601,Action|Drama,30,5.8,28448463.4747806,27868353.0757767
0.347234,0,0,Crime|Drama|Thriller,14,6.2,0.0,0.0
0.686322,0,0,Fantasy|Animation|Comedy|Science Fiction|Family,20,6.5,0.0,0.0
0.10239,0,0,Animation|Comedy,23,6.8,0.0,0.0
0.253381,13000000,17040871,Family|Documentary,23,6.7,15409584.3821728,20199441.5092478
0.573104,0,6003587,Comedy|Drama,60,6.7,0.0,7116367.728632
0.249204,0,0,Drama|War|History,65,6.7,0.0,0.0
0.248133,6800000,0,Action|Thriller|Crime,38,6.3,8060397.98452119,0.0
0.246824,0,0,Comedy|Romance,15,4.8,0.0,0.0
0.245905,60000000,0,Thriller|Western|Adventure,76,5.8,71121158.6869516,0.0
0.349751,55000000,33828318,Comedy,104,4.8,65194395.463039,40098486.2098443
0.242306,0,0,Comedy,61,5.1,0.0,0.0
0.127505,0,0,Thriller|Mystery|Foreign,20,5.8,0.0,0.0
0.241416,0,0,Documentary|Drama,13,7.3,0.0,0.0
0.240657,0,0,Drama,15,5.7,0.0,0.0
0.23933,0,0,Comedy,24,4.8,0.0,0.0
0.237282,0,0,Science Fiction|Animation,16,7.2,0.0,0.0
0.236258,14000000,0,Action|Thriller,15,5.0,16594937.0269553,0.0
0.235742,0,0,Action|Comedy|Family,17,6.3,0.0,0.0
0.226503,0,0,Drama|Comedy|Thriller|Romance|Foreign,12,5.2,0.0,0.0
0.141822,0,0,Comedy|Romance,11,5.9,0.0,0.0
0.220344,0,0,Comedy|Drama|Romance,10,4.5,0.0,0.0
0.097647,0,4500000,Documentary,42,7.1,0.0,5334086.90152137
0.209749,0,0,Crime|Drama|Thriller,11,6.4,0.0,0.0
0.208637,10,5,Science Fiction|Animation,16,6.8,11.8535264478252,5.92676322391264
0.207399,20000000,0,Drama|Science Fiction|Fantasy|Adventure,35,6.5,23707052.8956505,0.0
0.371487,15000000,2281585,Drama|Thriller,12,4.9,17780289.6717379,2704482.81404614
0.394501,6000000,0,Science Fiction,14,4.9,7112115.86869516,0.0
0.202514,0,0,Drama|Family,13,6.9,0.0,0.0
0.201732,0,0,Action|Comedy,13,6.3,0.0,0.0
0.201014,10000000,0,Action,13,6.2,11853526.4478252,0.0
0.208372,0,0,Crime|Thriller|Mystery|Drama,10,6.5,0.0,0.0
0.186848,0,0,Documentary,17,6.4,0.0,0.0
0.198046,7000000,0,Thriller|Science Fiction|Action,16,4.2,8297468.51347769,0.0
0.197848,0,0,Horror|Comedy|Fantasy,12,6.0,0.0,0.0
0.197542,32000000,0,Drama|Romance,33,6.5,37931284.6330408,0.0
0.194862,17000000,0,Comedy|Family|Science Fiction,18,4.9,20150994.9613029,0.0
0.194794,0,13885802,Documentary|Action|Adventure,60,7.5,0.0,16459572.1256265
0.193661,17000000,1569918,Drama|Crime|Thriller,26,6.7,20150994.9613029,1860906.45339169
0.619899,0,0,Drama|History,46,6.3,0.0,0.0
0.190667,0,0,Animation|Family,32,5.3,0.0,0.0
0.190263,0,0,Drama|Romance|Crime,15,5.9,0.0,0.0
0.218799,0,0,Drama|Romance,15,5.6,0.0,0.0
0.104354,0,0,Drama|Thriller,14,5.9,0.0,0.0
0.939084,14000000,0,Comedy|Romance,100,4.4,16594937.0269553,0.0
0.170297,0,0,Comedy|Foreign,11,5.4,0.0,0.0
0.175002,110000000,214948780,Adventure|Action|Science Fiction|Thriller,2222,6.7,130388790.926078,254790104.865777
0.169652,0,0,Comedy,27,5.4,0.0,0.0
0.161748,5000000,2466444,Crime|Drama|Mystery|Thriller,23,6.4,5926763.22391264,2923605.91860799
0.159996,0,0,Fantasy|Drama|Science Fiction,10,5.7,0.0,0.0
0.159344,0,0,Drama|Horror|Comedy|Thriller|Romance,11,5.0,0.0,0.0
0.156803,0,0,Comedy|Fantasy|Science Fiction,14,5.5,0.0,0.0
0.154678,0,0,War|Action|Drama|Romance,12,5.5,0.0,0.0
0.150064,0,0,Drama|Romance|Western,14,6.1,0.0,0.0
0.147375,0,1628154,Comedy|Music,12,4.9,0.0,1929936.65001325
0.146885,0,0,War|Documentary|History,28,6.7,0.0,0.0
0.14657,0,0,Comedy|Drama|Romance,13,6.1,0.0,0.0
0.143004,30000000,15368897,Comedy|Romance,43,5.0,35560579.3434758,18217562.7063402
0.135161999999999,12000000,4922166,Comedy|Romance,12,3.5,14224231.7373903,5834502.48615863
0.121042,0,0,Comedy|Drama|Romance|Science Fiction|Thriller,12,6.3,0.0,0.0
0.126182,569217,569217,Comedy,12,4.8,674722.876405176,674722.876405176
0.131905,5000000,0,Comedy|Family,11,4.5,5926763.22391264,0.0
0.020946,300,0,Horror,11,4.3,355.605793434758,0.0
0.126685,0,0,Horror|Action|Comedy|Science Fiction,24,5.5,0.0,0.0
0.121449,0,0,Crime|Thriller|Horror,40,6.4,0.0,0.0
0.175648,0,0,Drama|Horror|Mystery|Thriller,13,4.9,0.0,0.0
0.108463,0,0,Science Fiction|Action|Animation,17,6.5,0.0,0.0
0.20175,0,0,Animation|Science Fiction|Music,49,7.2,0.0,0.0
0.102769,0,0,Drama|Romance,14,7.2,0.0,0.0
0.098984,7000000,10000000,Drama|Romance,17,5.6,8297468.51347769,11853526.4478252
0.098039,16700000,0,Action|Thriller,14,4.3,19795389.1678682,0.0
0.23825,0,7808524,Music|Documentary,15,8.0,0.0,9255854.57524784
0.096396,0,0,Drama|Documentary|Foreign,14,5.7,0.0,0.0
0.09449,0,0,Drama|TV Movie,14,6.0,0.0,0.0
0.085589,0,0,Comedy|Drama|Romance,16,6.3,0.0,0.0
0.080522,0,0,Action|Adventure|Drama,13,4.5,0.0,0.0
0.08018,0,0,Drama,13,5.3,0.0,0.0
0.07715,0,0,Comedy|Drama,15,7.6,0.0,0.0
0.073665,0,0,Comedy|Music,12,6.9,0.0,0.0
0.063216,0,0,Horror,13,5.0,0.0,0.0
0.062876,0,0,Comedy,16,5.5,0.0,0.0
0.059976,0,0,Documentary,10,7.2,0.0,0.0
0.168156,0,0,Science Fiction|Animation,12,7.4,0.0,0.0
0.138667,0,0,Crime|Comedy|Action,11,4.4,0.0,0.0
0.040005,0,0,Action|Adventure|Drama|Family,11,4.8,0.0,0.0
0.039864,0,0,Comedy|Drama|Fantasy|Music,13,6.1,0.0,0.0
0.038307,0,0,Drama|Romance,59,4.6,0.0,0.0
0.038236,0,0,Family|Comedy|Drama,11,4.6,0.0,0.0
0.027928,0,0,Action,32,6.8,0.0,0.0
0.046862,0,0,Animation|Drama|Science Fiction,12,7.1,0.0,0.0
0.013546,0,0,Science Fiction|Animation,15,7.2,0.0,0.0
0.049778,0,0,Drama|Science Fiction|Family,10,4.9,0.0,0.0
6.66898999999999,0,0,Comedy,11,5.5,0.0,0.0
4.355219,200000000,1845034188,Drama|Romance|Thriller,4654,7.3,271692064.214419,2506405735.41947
3.48891,85000000,252712101,Animation|Family|Fantasy|Adventure|Comedy,909,7.0,115469127.291128,343299361.863264
3.153414,90000000,589390539,Action|Adventure|Comedy|Science Fiction,2864,6.7,122261428.896488,800663660.846796
3.077454,36000000,12532777,Thriller|Science Fiction|Mystery|Romance,1117,7.3,48904571.5585954,17025280.2673449
2.972972,90000000,263920180,Adventure|Fantasy|Action|Thriller|Science Fiction,2649,7.1,122261428.896488,358525092.460205
2.604799,125000000,238207122,Action|Crime|Fantasy|Science Fiction,828,4.4,169807540.134012,323594923.43378
2.407266,3500000,0,Action|Adventure|Science Fiction|Comedy,10,6.3,4754611.12375233,0.0
2.391809,110000000,333011068,Adventure|Action|Thriller,565,5.9,149430635.31793,452382322.355841
2.202087,10000000,225933435,Drama,1592,7.7,13584603.2107209,306921606.651021
2.113737,12000000,39673162,Action|Crime|Drama|Thriller,763,7.1,16301523.8528651,53894416.3884653
2.064658,70000000,162000000,Science Fiction|Horror|Action,712,5.9,95092222.4750467,220070572.013679
2.01227,50000000,109423648,Drama|Thriller|Mystery,851,7.3,67923016.0536048,148647683.99496
1.949225,60000000,26673242,Horror|Science Fiction|Mystery,358,6.2,81507619.2643258,36234540.8913537
1.929641,53000000,139804348,Animation|Family,806,7.2,71998397.0168211,189918659.471355
1.623577,32000000,79082515,Comedy|Family,331,5.2,43470730.274307,107430458.718088
1.616191,16500000,67683989,Science Fiction|Comedy|Crime,581,6.3,22414595.2976895,91946013.4283802
1.55286,105000000,121214377,Adventure|Action|Thriller|Science Fiction,929,6.5,142638333.71257,164664921.497974
1.412516,3500000,257850122,Comedy,163,6.4,4754611.12375233,350279159.520599
1.368403,75000000,224012234,Action|Thriller|Crime,728,6.5,101884524.080407,304311731.323717
1.330225,80000000,245676146,Action|Crime|Science Fiction|Thriller,955,6.7,108676825.685767,333741296.174915
1.308461,35000000,41954997,Crime|Drama|Thriller,615,7.2,47546111.2375233,56994198.6951988
1.307058,17000000,125586134,Horror|Thriller|Mystery,348,5.5,23093825.4582256,170603779.915843
1.272247,57000000,152944660,Drama|Horror|Mystery|Thriller,717,6.9,77432238.3011095,207769251.929862
1.231579,45000000,136885767,Adventure|Horror|Thriller,331,4.7,61130714.4482443,185953882.98902
1.212565,250000,12021272,Comedy|Drama|Romance,227,6.7,339615.080268024,16330421.020815
1.176223,116000000,178127760,Action|Adventure|Thriller,216,5.5,157581397.244363,241979494.041453
1.172353,160000000,164508066,Action|Adventure|Thriller,233,4.4,217353651.371535,223477680.157309
1.123404,35000000,126216940,Crime|Drama|Mystery|Thriller,728,7.5,47546111.2375233,171460704.837137
1.109101,24000000,172363301,Horror|Mystery,442,6.0,32603047.7057303,234148705.217506
1.087383,45000000,181000000,Comedy,774,6.2,61130714.4482443,245881318.114049
1.046547,0,0,Animation|Family,101,5.9,0.0,0.0
1.037438,90000000,171120329,Drama|Science Fiction|Mystery,745,6.9,122261428.896488,232460177.075302
1.031334,62000000,1060056,Drama|Romance,120,6.9,84224539.90647,1440044.0141144
1.008461,40000000,45916769,Drama|Crime|Thriller,113,6.5,54338412.8428838,62376108.7583333
0.999866,90000000,0,Science Fiction|Action|Drama|Thriller,172,5.0,122261428.896488,0.0
0.981422,60000000,159330280,Action|Thriller|Adventure|Crime,295,6.0,81507619.2643258,216443863.325307
0.978042,0,28084357,Action|Comedy|Thriller|Romance,132,6.9,0.0,38151484.6273233
0.977822,0,0,Thriller|Romance,16,4.4,0.0,0.0
0.96047,80000000,177977226,Comedy|Family|Science Fiction,385,5.1,108676825.685767,241774999.575481
0.938611,68000000,118063304,Thriller|Action|Romance|Science Fiction|Adventure,161,6.0,92375301.8329025,160384313.858672
0.936736,75000000,136982834,Action|Drama|Mystery|Thriller,243,6.4,101884524.080407,186085744.657005
0.933349,85000000,315156409,Action|Thriller,474,6.1,115469127.291128,428127476.558069
0.879195,55000000,0,Adventure|Comedy|Family|Romance,262,5.2,74715317.6589653,0.0
0.855982,15000000,64256513,Comedy|Drama,120,6.6,20376904.8160814,87289923.2809533
0.855087,50000000,314178011,Comedy|Romance,480,7.0,67923016.0536048,426798361.696852
0.835336,36000000,50159144,Drama|Action|Thriller,84,6.5,48904571.5585954,68139206.8629415
0.824965,70000000,131457682,History|Drama|Adventure|War,342,6.9,95092222.4750467,178580044.897113
0.797298,38000000,299288605,Comedy|Romance,336,6.3,51621492.2007396,406571694.44152
0.778274,15000000,43101594,Drama,438,7.3,20376904.8160814,58551805.2239591
0.776305,15000000,3675201,Drama|Thriller|Mystery,263,7.3,20376904.8160814,4992614.73046449
0.761869999999999,50000000,10541523,Action|Drama|Thriller,36,5.3,67923016.0536048,14320240.7191688
0.759806,7000000,0,Adventure|Comedy|Family|Science Fiction|Action,87,5.1,9509222.24750467,0.0
0.749958,0,0,Action|Crime,57,6.2,0.0,0.0
0.74348,0,0,Family|Animation|Music,12,5.8,0.0,0.0
0.742726,18000000,251212670,Comedy,297,6.3,24452285.7792977,341262444.345578
0.737243,90000000,140807547,Crime|Thriller|Drama,147,5.8,122261428.896488,191281465.506994
0.733859,35000000,0,Comedy|Romance,74,5.8,47546111.2375233,0.0
0.713857,0,25804707,Action|Drama|Mystery|Thriller|Crime,60,5.8,0.0,35054670.5563913
0.713234,0,43312294,Adventure|Action|Drama|Thriller,189,6.5,0.0,58838032.813609
0.712173,27000000,60527873,Drama|Mystery|Thriller|Crime,170,6.1,36678428.6689466,82224713.7893911
0.708978,50000000,50068310,Crime|Drama|Thriller,91,6.2,67923016.0536048,68015812.4781372
0.706535999999999,25000000,36400360,Comedy,69,6.1,33961508.0268024,49448444.7327399
0.706041,19000000,6682098,Thriller,76,6.6,25810746.1003698,9077364.99451521
0.697827,0,0,Family|Animation|Adventure,37,5.9,0.0,0.0
0.685381999999999,30000000,25480490,Fantasy|Horror|Thriller,99,5.3,40753809.6321629,34614234.6264743
0.683051,20000000,5716080,Drama|Thriller,67,6.4,27169206.4214419,7765067.87207379
0.681887,0,29481428,Drama|Comedy|Romance,71,6.0,0.0,40049350.1465439
0.676667,40000000,87840042,Action|Adventure|Fantasy|Horror|Science Fiction,183,5.0,54338412.8428838,119327211.658306
0.674762,50000000,0,Action|Thriller,142,5.5,67923016.0536048,0.0
0.663483,250000,501818,Thriller|Science Fiction|Mystery,508,6.7,339615.080268024,681699.841399757
0.660297,28000000,5684789,Drama,34,7.1,38036888.9900187,7722560.29016712
0.648088,80000000,17626234,Drama|Adventure,148,6.1,108676825.685767,23944539.4989319
0.638429,50000000,48169156,Action|Drama,208,6.0,67923016.0536048,65435887.1255319
0.636839,60000000,33956608,Horror|Thriller|Mystery,57,5.7,81507619.2643258,46128704.6061993
0.622046,0,0,Comedy|Family,56,5.3,0.0,0.0
0.619611999999999,0,0,Drama|History,21,6.0,0.0,0.0
0.586336,0,1179002,Action|Drama|Horror|Mystery|Thriller,44,6.4,0.0,1601627.43546464
0.572198,12000000,0,Fantasy|Drama|Comedy|Thriller|Science Fiction,65,6.3,16301523.8528651,0.0
0.568327,1000000,0,Comedy,47,6.3,1358460.32107209,0.0
0.56776,0,0,Comedy|Drama,73,6.9,0.0,0.0
0.559337,0,0,Animation|Family,183,7.8,0.0,0.0
0.551245,30000000,0,Crime|Drama,17,6.4,40753809.6321629,0.0
0.542793,0,0,Fantasy|Adventure|Comedy|Family,16,4.9,0.0,0.0
0.536259,85000000,0,Comedy|Family,39,5.1,115469127.291128,0.0
0.530543999999999,60000000,16000000,Action|Adventure|Crime|Thriller,34,5.0,81507619.2643258,21735365.1371535
0.529974,30000000,0,Action|Thriller,76,4.3,40753809.6321629,0.0
0.512273,38000000,122417389,Comedy|Family,134,6.1,51621492.2007396,166299165.565747
0.511529,5000000,3263585,Drama,41,6.4,6792301.60536048,4433450.72694607
0.507983,0,0,Animation|Family,19,6.5,0.0,0.0
0.506240999999999,30000000,0,Comedy|Family,33,4.3,40753809.6321629,0.0
0.498525,5000000,0,Drama,11,5.4,6792301.60536048,0.0
0.473762,15000000,44862187,Action|Crime|Drama,185,6.5,20376904.8160814,60943500.9560164
0.471278,35000000,0,Action|Crime|Drama|Mystery|Thriller,29,6.8,47546111.2375233,0.0
0.46602,20000000,60000000,Documentary|Drama,82,6.9,27169206.4214419,81507619.2643258
0.464907,25000000,100000000,Adventure|Fantasy|Drama|Comedy|Music,65,5.2,33961508.0268024,135846032.107209
0.463524,18000000,8038061,Drama,67,6.3,24452285.7792977,10919386.926857
0.459782,0,0,Drama|Horror|Science Fiction|Thriller,10,3.2,0.0,0.0
0.436806,3000000,23144499,Comedy|Family|Drama,50,5.3,4075380.96321629,31440883.5425928
0.431088,0,29235353,Comedy,71,5.9,0.0,39715067.023036
0.427343,0,0,Drama|Horror|Thriller|TV Movie,37,6.1,0.0,0.0
0.426675,25000000,0,Action|Adventure|Comedy,84,6.1,33961508.0268024,0.0
0.425112,32000000,3566637,Animation|Comedy|Family|Music,10,7.1,43470730.274307,4845134.84416762
0.419759,0,0,Action|Adventure|Drama,17,5.0,0.0,0.0
1.086558,30000000,51376861,Action|Fantasy|Science Fiction,118,3.9,40753809.6321629,69793427.0897364
0.414756,0,0,Comedy|Family,31,5.4,0.0,0.0
0.447075,55000000,31987563,Action|Adventure|Comedy|Crime|Thriller,64,5.3,74715317.6589653,43453835.1032939
0.411899,0,0,Action|Adventure|Drama|Thriller,19,6.8,0.0,0.0
0.408033,0,0,Drama|Comedy,20,7.1,0.0,0.0
0.402621,0,0,Fantasy|Horror,25,6.4,0.0,0.0
0.401471,5000000,15738769,Horror,41,5.4,6792301.60536048,21380493.1890195
0.362661,35000000,31611225,Comedy,23,5.8,47546111.2375233,42942594.8629822
0.396805,48000000,0,Crime|Drama|Thriller,39,6.2,65206095.4114606,0.0
0.223994,10000000,17979739,Action|Adventure|Family|Fantasy|Science Fiction,33,4.6,13584603.2107209,24424762.0147325
0.38756,0,0,Action|Comedy,77,5.5,0.0,0.0
0.386432,29000000,0,Adventure|Fantasy|Action|Comedy|Family,78,5.8,39395349.3110908,0.0
0.385596,0,273644,Fantasy|Animation|Romance|Family,39,6.2,0.0,371734.516099452
0.378662,0,0,Action|Adventure|Comedy,36,6.1,0.0,0.0
0.37438,20000000,13801755,Comedy|Thriller|Crime|Action,64,6.5,27169206.4214419,18749136.5286584
0.364359,55000000,11466088,Action|Thriller|Crime,23,5.3,74715317.6589653,15576225.5859209
0.219814,0,0,Drama|History|Romance,20,6.3,0.0,0.0
0.352232,0,0,Drama|Horror,15,5.0,0.0,0.0
0.351183,0,0,Comedy|Drama,16,6.1,0.0,0.0
0.340289,0,9381260,Comedy|Romance,41,5.5,0.0,12744069.4716608
0.345909,16000000,1686429,Science Fiction|Action|Adventure,19,4.3,21735365.1371535,2290946.88080529
0.345481,17000000,0,Action|Comedy,14,5.3,23093825.4582256,0.0
0.334678,7000000,0,Drama,10,6.8,9509222.24750467,0.0
0.334532,0,0,Science Fiction|Thriller,12,6.0,0.0,0.0
0.325869,28000000,41230799,Comedy|Drama,38,6.6,38036888.9900187,56010404.447599
0.319006,0,0,Drama|Action|Comedy|Thriller|Crime,34,6.6,0.0,0.0
0.318336,0,0,Drama|History|Romance,19,5.8,0.0,0.0
0.303573,0,0,Drama|Comedy|Foreign,12,6.5,0.0,0.0
0.05639,12000000,4000000,Drama|Action|Thriller|Crime,15,5.7,16301523.8528651,5433841.28428838
0.339896,0,0,Action|Family|Fantasy,26,6.5,0.0,0.0
0.285559,19000000,44332015,Comedy|Romance,57,5.2,25810746.1003698,60223283.330673
0.2817,35000000,791830,Drama|Romance,11,6.0,47546111.2375233,1075669.63603451
0.276694,0,0,Drama|Family,33,5.6,0.0,0.0
0.274222,0,34673095,Comedy|Romance,59,5.9,0.0,47102023.7662633
0.272686,16000000,0,Comedy|Romance,27,5.3,21735365.1371535,0.0
0.269281,0,0,Drama,13,5.3,0.0,0.0
0.267436,0,0,Drama|Romance,18,6.8,0.0,0.0
0.26468,0,0,Action|Comedy|Romance,29,5.4,0.0,0.0
0.263311,25000000,11838218,Action|Thriller,12,6.0,33961508.0268024,16081749.4252014
0.261797,0,27354,Science Fiction|Drama|Comedy,11,5.9,0.0,37159.3236226061
0.25871,0,0,Crime|Drama|Mystery|Thriller,23,7.1,0.0,0.0
0.258583,0,0,Comedy|Romance,10,5.6,0.0,0.0
0.254744,9000000,0,Drama,12,6.4,12226142.8896488,0.0
0.254231,0,0,Action|Adventure|Crime|Thriller,10,6.0,0.0,0.0
0.251819,0,0,Drama|Romance,18,6.3,0.0,0.0
0.249917,0,0,Drama,25,6.0,0.0,0.0
0.245162,35000000,25105255,Crime|Drama|Mystery|Thriller,76,6.4,47546111.2375233,34104492.7678968
0.24382,0,0,Crime|Drama,37,7.5,0.0,0.0
0.238058,0,0,Comedy|Romance,28,6.0,0.0,0.0
0.23585,0,0,Action|Adventure|Comedy|Family|Fantasy,24,5.8,0.0,0.0
0.229634,53000000,0,Comedy|Family,11,5.2,71998397.0168211,0.0
0.225904,0,0,Fantasy|Drama|Comedy|Science Fiction,12,4.4,0.0,0.0
0.223151,22000000,26570463,Horror|Comedy,68,5.3,29886127.0635861,36094919.6980142
0.22136,36000000,74000000,Drama|History|Mystery,167,6.6,48904571.5585954,100526063.759335
0.216137,15000000,0,Comedy,10,5.5,20376904.8160814,0.0
0.214637,6000000,6330054,Drama,20,5.0,8150761.92643258,8599127.18924371
